game_id,treatment,cohort_id,round,player1_id,player2_id,player1_choice,player2_choice,player1_payout,player2_payout
109,0.6,1,28,176,254,B,B,12,12
110,0.6,1,28,209,111,B,B,12,12
111,0.6,1,28,276,261,B,B,12,12
112,0.6,1,28,137,202,B,R,42,0
113,0.6,1,29,111,137,B,B,12,12
114,0.6,1,29,254,276,B,B,12,12
115,0.6,1,29,176,202,B,R,42,0
116,0.6,1,29,261,209,R,R,45,45
117,0.6,1,30,254,261,B,R,42,0
118,0.6,1,30,209,276,R,B,0,42
119,0.6,1,30,111,202,B,R,42,0
120,0.6,1,30,137,176,B,B,12,12
121,0.6,1,31,261,254,B,B,12,12
122,0.6,1,31,111,137,R,B,0,42
123,0.6,1,31,209,202,B,R,42,0
124,0.6,1,31,276,176,B,B,12,12
125,0.6,1,32,209,261,R,R,45,45
126,0.6,1,32,202,176,R,B,0,42
127,0.6,1,32,254,276,B,B,12,12
128,0.6,1,32,137,111,B,R,42,0
129,0.6,1,33,111,176,R,B,0,42
130,0.6,1,33,276,137,B,B,12,12
131,0.6,1,33,254,209,B,R,42,0
132,0.6,1,33,261,202,R,R,45,45
133,0.6,1,34,254,276,B,B,12,12
134,0.6,1,34,176,261,B,R,42,0
135,0.6,1,34,209,137,B,B,12,12
136,0.6,1,34,111,202,R,R,45,45
137,0.6,1,35,261,209,B,R,42,0
138,0.6,1,35,254,202,B,R,42,0
139,0.6,1,35,176,276,B,B,12,12
140,0.6,1,35,137,111,B,R,42,0
141,0.6,1,36,111,202,R,R,45,45
142,0.6,1,36,261,137,R,B,0,42
143,0.6,1,36,209,276,R,B,0,42
144,0.6,1,36,176,254,B,B,12,12
145,0.6,1,37,202,209,R,B,0,42
146,0.6,1,37,111,261,R,B,0,42
147,0.6,1,37,276,254,B,B,12,12
148,0.6,1,37,137,176,B,B,12,12
149,0.6,1,38,176,111,B,R,42,0
150,0.6,1,38,254,137,B,B,12,12
151,0.6,1,38,202,276,R,B,0,42
152,0.6,1,38,261,209,R,R,45,45
153,0.6,1,39,254,176,B,R,42,0
154,0.6,1,39,202,261,R,R,45,45
155,0.6,1,39,209,111,R,R,45,45
156,0.6,1,39,276,137,B,B,12,12
157,0.6,1,40,137,111,B,R,42,0
158,0.6,1,40,209,276,R,B,0,42
159,0.6,1,40,176,202,R,R,45,45
160,0.6,1,40,254,261,B,R,42,0
161,0.6,1,41,261,176,B,R,42,0
162,0.6,1,41,137,276,B,B,12,12
163,0.6,1,41,202,209,R,R,45,45
164,0.6,1,41,254,111,B,B,12,12
165,0.6,1,42,202,176,R,R,45,45
166,0.6,1,42,111,261,B,R,42,0
167,0.6,1,42,209,276,R,B,0,42
168,0.6,1,42,137,254,B,B,12,12
169,0.6,1,43,261,111,B,B,12,12
170,0.6,1,43,209,202,R,R,45,45
171,0.6,1,43,254,176,B,R,42,0
172,0.6,1,43,137,276,B,B,12,12
173,0.6,1,44,209,261,R,R,45,45
174,0.6,1,44,111,137,B,B,12,12
175,0.6,1,44,202,276,R,B,0,42
176,0.6,1,44,176,254,R,B,0,42
177,0.6,1,45,202,111,R,B,0,42
178,0.6,1,45,137,276,B,R,42,0
179,0.6,1,45,176,254,R,B,0,42
180,0.6,1,45,261,209,R,R,45,45
181,0.6,1,46,254,137,B,B,12,12
182,0.6,1,46,209,202,R,R,45,45
183,0.6,1,46,176,111,R,B,0,42
184,0.6,1,46,261,276,R,B,0,42
185,0.6,1,47,111,176,B,R,42,0
186,0.6,1,47,261,202,B,R,42,0
187,0.6,1,47,276,209,R,R,45,45
188,0.6,1,47,137,254,B,B,12,12
189,0.6,1,48,276,261,R,R,45,45
190,0.6,1,48,209,137,R,B,0,42
191,0.6,1,48,254,111,B,R,42,0
192,0.6,1,48,202,176,R,R,45,45
193,0.6,1,49,209,254,R,B,0,42
194,0.6,1,49,202,261,R,R,45,45
195,0.6,1,49,137,176,B,R,42,0
196,0.6,1,49,276,111,R,R,45,45
197,0.6,1,50,276,202,R,R,45,45
198,0.6,1,50,176,209,R,R,45,45
199,0.6,1,50,261,137,R,B,0,42
200,0.6,1,50,111,254,R,B,0,42
201,0.6,1,51,137,176,B,R,42,0
202,0.6,1,51,254,202,B,R,42,0
203,0.6,1,51,111,276,R,R,45,45
204,0.6,1,51,261,209,B,R,42,0
205,0.6,1,52,111,276,R,R,45,45
206,0.6,1,52,176,261,R,R,45,45
207,0.6,1,52,254,209,B,R,42,0
208,0.6,1,52,137,202,B,B,12,12
209,0.6,1,53,209,111,R,R,45,45
210,0.6,1,53,254,261,B,R,42,0
211,0.6,1,53,202,176,R,R,45,45
212,0.6,1,53,137,276,B,R,42,0
213,0.6,1,54,111,176,R,R,45,45
214,0.6,1,54,254,261,B,B,12,12
215,0.6,1,54,209,202,R,R,45,45
216,0.6,1,54,276,137,B,B,12,12
217,0.6,1,55,254,261,B,R,42,0
218,0.6,1,55,137,202,B,R,42,0
219,0.6,1,55,111,176,R,R,45,45
220,0.6,1,55,209,276,R,B,0,42
221,0.6,1,56,111,202,R,R,45,45
222,0.6,1,56,176,137,R,B,0,42
223,0.6,1,56,254,209,B,R,42,0
224,0.6,1,56,261,276,B,R,42,0
225,0.6,1,57,209,202,R,R,45,45
226,0.6,1,57,276,111,B,R,42,0
227,0.6,1,57,176,254,R,B,0,42
228,0.6,1,57,261,137,R,B,0,42
229,0.6,1,58,202,261,R,B,0,42
230,0.6,1,58,276,111,B,R,42,0
231,0.6,1,58,176,137,R,B,0,42
232,0.6,1,58,254,209,B,R,42,0
233,0.6,1,59,209,202,R,B,0,42
234,0.6,1,59,261,111,R,R,45,45
235,0.6,1,59,176,276,R,R,45,45
236,0.6,1,59,254,137,B,B,12,12
237,0.6,1,60,261,202,R,R,45,45
238,0.6,1,60,254,137,B,B,12,12
239,0.6,1,60,209,276,B,R,42,0
240,0.6,1,60,111,176,R,R,45,45
241,0.6,1,61,202,111,R,R,45,45
242,0.6,1,61,261,276,R,R,45,45
243,0.6,1,61,254,209,B,R,42,0
244,0.6,1,61,176,137,R,B,0,42
245,0.6,1,62,209,111,B,R,42,0
246,0.6,1,62,176,261,R,R,45,45
247,0.6,1,62,254,137,B,B,12,12
248,0.6,1,62,202,276,R,R,45,45
249,0.6,1,63,202,111,R,R,45,45
250,0.6,1,63,261,209,R,R,45,45
251,0.6,1,63,276,254,R,B,0,42
252,0.6,1,63,137,176,B,R,42,0
253,0.6,1,64,209,276,B,R,42,0
254,0.6,1,64,254,111,B,R,42,0
255,0.6,1,64,176,202,R,R,45,45
256,0.6,1,64,137,261,B,R,42,0
257,0.6,1,65,111,254,R,B,0,42
258,0.6,1,65,209,261,R,B,0,42
259,0.6,1,65,276,176,R,R,45,45
260,0.6,1,65,202,137,R,B,0,42
261,0.6,1,66,209,176,B,R,42,0
262,0.6,1,66,202,276,B,R,42,0
263,0.6,1,66,111,254,B,B,12,12
264,0.6,1,66,137,261,B,R,42,0
265,0.6,1,67,209,276,R,R,45,45
266,0.6,1,67,111,254,B,B,12,12
267,0.6,1,67,176,137,R,B,0,42
268,0.6,1,67,202,261,R,B,0,42
269,0.6,1,68,209,276,B,R,42,0
270,0.6,1,68,254,137,B,B,12,12
271,0.6,1,68,176,202,R,B,0,42
272,0.6,1,68,261,111,R,B,0,42
273,0.6,1,69,111,209,R,R,45,45
274,0.6,1,69,202,261,R,B,0,42
275,0.6,1,69,254,176,B,R,42,0
276,0.6,1,69,276,137,R,B,0,42
277,0.6,1,70,176,254,R,B,0,42
278,0.6,1,70,261,137,R,B,0,42
279,0.6,1,70,209,111,B,R,42,0
280,0.6,1,70,202,276,B,R,42,0
281,0.6,1,71,276,261,R,B,0,42
282,0.6,1,71,254,137,B,B,12,12
283,0.6,1,71,111,209,B,R,42,0
284,0.6,1,71,202,176,R,R,45,45
285,0.6,1,72,261,209,R,R,45,45
286,0.6,1,72,111,176,R,R,45,45
287,0.6,1,72,137,202,B,R,42,0
288,0.6,1,72,254,276,B,R,42,0
289,0.6,1,73,137,176,B,R,42,0
290,0.6,1,73,261,209,R,B,0,42
291,0.6,1,73,111,202,R,B,0,42
292,0.6,1,73,276,254,R,B,0,42
293,0.6,1,74,202,276,R,R,45,45
294,0.6,1,74,111,176,B,R,42,0
295,0.6,1,74,137,261,B,B,12,12
296,0.6,1,74,209,254,R,B,0,42
297,0.6,1,75,137,209,B,R,42,0
298,0.6,1,75,276,202,R,R,45,45
299,0.6,1,75,176,111,R,B,0,42
300,0.6,1,75,254,261,B,R,42,0
301,0.6,2,1,139,103,R,R,45,45
302,0.6,2,1,171,122,B,B,12,12
303,0.6,2,1,162,238,B,B,12,12
304,0.6,2,1,247,203,B,B,12,12
305,0.6,2,2,103,247,R,R,45,45
306,0.6,2,2,171,122,R,R,45,45
307,0.6,2,2,139,238,R,B,0,42
308,0.6,2,2,203,162,B,B,12,12
309,0.6,2,3,171,139,B,B,12,12
310,0.6,2,3,162,122,R,B,0,42
311,0.6,2,3,238,247,B,B,12,12
312,0.6,2,3,203,103,B,R,42,0
313,0.6,2,4,203,162,B,B,12,12
314,0.6,2,4,139,103,B,B,12,12
315,0.6,2,4,247,122,R,B,0,42
316,0.6,2,4,171,238,R,B,0,42
317,0.6,2,5,139,103,B,B,12,12
318,0.6,2,5,171,203,B,B,12,12
319,0.6,2,5,122,238,B,R,42,0
320,0.6,2,5,247,162,B,B,12,12
321,0.6,2,6,203,122,B,B,12,12
322,0.6,2,6,247,162,R,R,45,45
323,0.6,2,6,238,103,B,B,12,12
324,0.6,2,6,171,139,R,B,0,42
325,0.6,2,7,171,247,B,B,12,12
326,0.6,2,7,122,139,B,B,12,12
327,0.6,2,7,103,203,B,B,12,12
328,0.6,2,7,162,238,B,B,12,12
329,0.6,2,8,162,139,R,B,0,42
330,0.6,2,8,103,238,B,B,12,12
331,0.6,2,8,247,203,R,B,0,42
332,0.6,2,8,171,122,R,B,0,42
333,0.6,2,9,238,122,B,B,12,12
334,0.6,2,9,103,247,R,B,0,42
335,0.6,2,9,203,139,B,B,12,12
336,0.6,2,9,162,171,B,B,12,12
337,0.6,2,10,203,238,B,B,12,12
338,0.6,2,10,139,247,B,B,12,12
339,0.6,2,10,171,103,R,B,0,42
340,0.6,2,10,122,162,B,R,42,0
341,0.6,2,11,171,238,B,R,42,0
342,0.6,2,11,247,139,R,B,0,42
343,0.6,2,11,203,122,B,B,12,12
344,0.6,2,11,103,162,B,B,12,12
345,0.6,2,12,139,238,B,R,42,0
346,0.6,2,12,171,103,R,R,45,45
347,0.6,2,12,203,122,B,B,12,12
348,0.6,2,12,247,162,R,R,45,45
349,0.6,2,13,103,247,R,B,0,42
350,0.6,2,13,162,139,B,B,12,12
351,0.6,2,13,122,203,B,B,12,12
352,0.6,2,13,238,171,B,B,12,12
353,0.6,2,14,103,122,B,B,12,12
354,0.6,2,14,162,247,R,B,0,42
355,0.6,2,14,203,139,B,B,12,12
356,0.6,2,14,238,171,R,R,45,45
357,0.6,2,15,103,238,R,R,45,45
358,0.6,2,15,139,162,B,B,12,12
359,0.6,2,15,122,203,B,B,12,12
360,0.6,2,15,171,247,B,B,12,12
361,0.6,2,16,122,103,B,R,42,0
362,0.6,2,16,171,139,R,B,0,42
363,0.6,2,16,203,247,B,B,12,12
364,0.6,2,16,238,162,R,B,0,42
365,0.6,2,17,122,203,B,B,12,12
366,0.6,2,17,238,103,B,B,12,12
367,0.6,2,17,162,171,B,B,12,12
368,0.6,2,17,139,247,B,B,12,12
369,0.6,2,18,171,203,R,B,0,42
370,0.6,2,18,139,162,B,R,42,0
371,0.6,2,18,238,247,R,B,0,42
372,0.6,2,18,122,103,B,R,42,0
373,0.6,2,19,171,247,B,B,12,12
374,0.6,2,19,162,122,B,B,12,12
375,0.6,2,19,238,103,B,B,12,12
376,0.6,2,19,139,203,B,R,42,0
377,0.6,2,20,122,171,B,R,42,0
378,0.6,2,20,203,247,B,B,12,12
379,0.6,2,20,238,103,R,B,0,42
380,0.6,2,20,162,139,B,B,12,12
381,0.6,2,21,238,103,R,R,45,45
382,0.6,2,21,171,247,B,B,12,12
383,0.6,2,21,139,203,B,B,12,12
384,0.6,2,21,162,122,R,B,0,42
385,0.6,2,22,139,203,B,B,12,12
386,0.6,2,22,171,122,R,B,0,42
387,0.6,2,22,103,238,R,R,45,45
388,0.6,2,22,162,247,B,B,12,12
389,0.6,2,23,103,203,R,B,0,42
390,0.6,2,23,247,162,B,R,42,0
391,0.6,2,23,122,139,B,B,12,12
392,0.6,2,23,238,171,B,B,12,12
393,0.6,2,24,122,171,B,R,42,0
394,0.6,2,24,247,203,B,B,12,12
395,0.6,2,24,238,103,R,B,0,42
396,0.6,2,24,162,139,B,R,42,0
397,0.6,2,25,139,162,R,B,0,42
398,0.6,2,25,238,103,R,R,45,45
399,0.6,2,25,247,171,B,B,12,12
400,0.6,2,25,203,122,B,B,12,12
401,0.6,2,26,247,171,B,R,42,0
402,0.6,2,26,122,103,B,R,42,0
403,0.6,2,26,139,162,R,B,0,42
404,0.6,2,26,203,238,B,B,12,12
405,0.6,2,27,171,247,B,B,12,12
406,0.6,2,27,103,162,B,B,12,12
407,0.6,2,27,238,122,R,B,0,42
408,0.6,2,27,139,203,R,B,0,42
409,0.6,2,28,162,171,B,R,42,0
410,0.6,2,28,203,122,R,B,0,42
411,0.6,2,28,238,139,B,R,42,0
412,0.6,2,28,103,247,R,B,0,42
413,0.6,2,29,238,139,R,R,45,45
414,0.6,2,29,247,203,B,B,12,12
415,0.6,2,29,122,171,B,B,12,12
416,0.6,2,29,162,103,B,B,12,12
417,0.6,2,30,171,238,R,B,0,42
418,0.6,2,30,203,162,B,R,42,0
419,0.6,2,30,247,139,B,R,42,0
420,0.6,2,30,122,103,B,R,42,0
421,0.6,2,31,162,203,B,R,42,0
422,0.6,2,31,139,238,R,R,45,45
423,0.6,2,31,103,122,B,B,12,12
424,0.6,2,31,247,171,B,B,12,12
425,0.6,2,32,103,247,R,B,0,42
426,0.6,2,32,162,139,B,R,42,0
427,0.6,2,32,171,122,R,B,0,42
428,0.6,2,32,238,203,R,B,0,42
429,0.6,2,33,238,103,R,B,0,42
430,0.6,2,33,162,139,B,R,42,0
431,0.6,2,33,247,171,B,B,12,12
432,0.6,2,33,122,203,B,R,42,0
433,0.6,2,34,171,238,R,R,45,45
434,0.6,2,34,103,122,R,B,0,42
435,0.6,2,34,247,162,B,B,12,12
436,0.6,2,34,139,203,R,B,0,42
437,0.6,2,35,247,122,B,B,12,12
438,0.6,2,35,103,139,B,R,42,0
439,0.6,2,35,203,238,R,R,45,45
440,0.6,2,35,171,162,R,B,0,42
441,0.6,2,36,247,103,B,R,42,0
442,0.6,2,36,238,122,R,B,0,42
443,0.6,2,36,139,162,R,B,0,42
444,0.6,2,36,171,203,B,B,12,12
445,0.6,2,37,238,139,R,B,0,42
446,0.6,2,37,122,247,B,B,12,12
447,0.6,2,37,171,162,R,B,0,42
448,0.6,2,37,203,103,B,B,12,12
449,0.6,2,38,122,247,B,B,12,12
450,0.6,2,38,171,162,B,B,12,12
451,0.6,2,38,139,103,R,R,45,45
452,0.6,2,38,238,203,R,B,0,42
453,0.6,2,39,171,103,R,R,45,45
454,0.6,2,39,122,238,B,B,12,12
455,0.6,2,39,203,139,R,R,45,45
456,0.6,2,39,162,247,B,B,12,12
457,0.6,2,40,162,203,B,B,12,12
458,0.6,2,40,238,122,R,B,0,42
459,0.6,2,40,103,171,R,R,45,45
460,0.6,2,40,247,139,B,R,42,0
461,0.6,2,41,247,203,B,B,12,12
462,0.6,2,41,103,162,R,B,0,42
463,0.6,2,41,122,171,B,R,42,0
464,0.6,2,41,238,139,R,R,45,45
465,0.6,2,42,122,171,B,B,12,12
466,0.6,2,42,203,162,B,B,12,12
467,0.6,2,42,238,103,B,B,12,12
468,0.6,2,42,139,247,R,B,0,42
469,0.6,2,43,139,238,R,R,45,45
470,0.6,2,43,247,203,B,B,12,12
471,0.6,2,43,171,162,R,R,45,45
472,0.6,2,43,103,122,R,B,0,42
473,0.6,2,44,238,139,R,R,45,45
474,0.6,2,44,162,247,R,B,0,42
475,0.6,2,44,203,103,B,B,12,12
476,0.6,2,44,122,171,B,R,42,0
477,0.6,2,45,203,103,B,R,42,0
478,0.6,2,45,122,139,B,R,42,0
479,0.6,2,45,238,247,R,B,0,42
480,0.6,2,45,171,162,B,B,12,12
481,0.6,2,46,171,247,R,B,0,42
482,0.6,2,46,122,103,B,B,12,12
483,0.6,2,46,139,203,R,R,45,45
484,0.6,2,46,162,238,R,R,45,45
485,0.6,2,47,139,203,R,B,0,42
486,0.6,2,47,238,122,B,B,12,12
487,0.6,2,47,103,162,R,R,45,45
488,0.6,2,47,171,247,B,B,12,12
489,0.6,2,48,203,139,R,R,45,45
490,0.6,2,48,162,238,R,R,45,45
491,0.6,2,48,247,103,B,R,42,0
492,0.6,2,48,171,122,R,B,0,42
493,0.6,2,49,103,203,B,B,12,12
494,0.6,2,49,171,247,B,B,12,12
495,0.6,2,49,122,238,B,R,42,0
496,0.6,2,49,139,162,R,R,45,45
497,0.6,2,50,162,103,R,R,45,45
498,0.6,2,50,139,247,R,B,0,42
499,0.6,2,50,171,122,R,B,0,42
500,0.6,2,50,238,203,R,B,0,42
501,0.6,2,51,162,238,R,R,45,45
502,0.6,2,51,139,171,R,B,0,42
503,0.6,2,51,103,247,R,B,0,42
504,0.6,2,51,203,122,R,B,0,42
505,0.6,2,52,171,247,R,B,0,42
506,0.6,2,52,103,203,B,B,12,12
507,0.6,2,52,139,162,R,R,45,45
508,0.6,2,52,122,238,B,R,42,0
509,0.6,2,53,103,203,R,B,0,42
510,0.6,2,53,139,122,R,B,0,42
511,0.6,2,53,171,247,B,B,12,12
512,0.6,2,53,238,162,R,R,45,45
513,0.6,2,54,238,122,R,B,0,42
514,0.6,2,54,139,203,R,R,45,45
515,0.6,2,54,247,171,B,R,42,0
516,0.6,2,54,103,162,B,R,42,0
517,0.6,2,55,139,203,R,B,0,42
518,0.6,2,55,171,247,B,B,12,12
519,0.6,2,55,162,122,B,B,12,12
520,0.6,2,55,238,103,R,R,45,45
521,0.6,2,56,103,203,R,R,45,45
522,0.6,2,56,238,171,R,R,45,45
523,0.6,2,56,139,247,R,B,0,42
524,0.6,2,56,122,162,R,R,45,45
525,0.6,2,57,238,203,R,B,0,42
526,0.6,2,57,162,103,R,R,45,45
527,0.6,2,57,139,122,R,B,0,42
528,0.6,2,57,247,171,B,B,12,12
529,0.6,2,58,139,203,R,R,45,45
530,0.6,2,58,122,247,R,B,0,42
531,0.6,2,58,171,238,R,B,0,42
532,0.6,2,58,162,103,R,R,45,45
533,0.6,2,59,162,171,R,B,0,42
534,0.6,2,59,103,203,R,B,0,42
535,0.6,2,59,122,247,B,B,12,12
536,0.6,2,59,238,139,B,R,42,0
537,0.6,2,60,139,162,R,B,0,42
538,0.6,2,60,247,122,B,R,42,0
539,0.6,2,60,103,203,R,R,45,45
540,0.6,2,60,238,171,B,R,42,0
541,0.6,2,61,238,122,R,B,0,42
542,0.6,2,61,203,103,B,R,42,0
543,0.6,2,61,139,171,R,B,0,42
544,0.6,2,61,162,247,B,B,12,12
545,0.6,2,62,203,238,R,R,45,45
546,0.6,2,62,139,171,R,R,45,45
547,0.6,2,62,103,162,R,R,45,45
548,0.6,2,62,247,122,B,B,12,12
549,0.6,2,63,162,122,R,R,45,45
550,0.6,2,63,203,238,B,R,42,0
551,0.6,2,63,139,247,R,B,0,42
552,0.6,2,63,171,103,B,R,42,0
553,0.6,2,64,203,162,R,R,45,45
554,0.6,2,64,139,171,R,R,45,45
555,0.6,2,64,103,122,R,B,0,42
556,0.6,2,64,238,247,B,B,12,12
557,0.6,2,65,238,122,B,B,12,12
558,0.6,2,65,247,171,B,B,12,12
559,0.6,2,65,103,139,R,R,45,45
560,0.6,2,65,203,162,B,R,42,0
561,0.6,2,66,122,203,R,R,45,45
562,0.6,2,66,171,247,R,B,0,42
563,0.6,2,66,238,103,B,R,42,0
564,0.6,2,66,139,162,R,B,0,42
565,0.6,2,67,247,122,B,B,12,12
566,0.6,2,67,238,162,B,B,12,12
567,0.6,2,67,139,171,R,B,0,42
568,0.6,2,67,103,203,R,B,0,42
569,0.6,2,68,171,162,R,R,45,45
570,0.6,2,68,203,103,R,R,45,45
571,0.6,2,68,139,122,R,B,0,42
572,0.6,2,68,247,238,B,B,12,12
573,0.6,2,69,238,171,B,B,12,12
574,0.6,2,69,247,203,B,B,12,12
575,0.6,2,69,162,122,R,B,0,42
576,0.6,2,69,139,103,R,R,45,45
577,0.6,2,70,103,247,R,B,0,42
578,0.6,2,70,122,139,R,R,45,45
579,0.6,2,70,238,171,B,R,42,0
580,0.6,2,70,162,203,B,R,42,0
581,0.6,2,71,171,162,B,B,12,12
582,0.6,2,71,238,122,B,B,12,12
583,0.6,2,71,139,247,R,B,0,42
584,0.6,2,71,203,103,B,R,42,0
585,0.6,2,72,162,139,R,R,45,45
586,0.6,2,72,122,203,R,R,45,45
587,0.6,2,72,238,247,B,B,12,12
588,0.6,2,72,103,171,B,R,42,0
589,0.6,2,73,162,139,R,R,45,45
590,0.6,2,73,238,103,B,B,12,12
591,0.6,2,73,203,171,B,B,12,12
592,0.6,2,73,122,247,B,B,12,12
593,0.6,2,74,171,203,R,R,45,45
594,0.6,2,74,238,162,B,R,42,0
595,0.6,2,74,122,247,R,B,0,42
596,0.6,2,74,139,103,R,R,45,45
597,0.6,2,75,203,247,B,B,12,12
598,0.6,2,75,171,103,R,R,45,45
599,0.6,2,75,122,139,B,R,42,0
600,0.6,2,75,162,238,B,B,12,12
601,0.6,3,1,190,291,B,B,12,12
602,0.6,3,1,268,161,B,B,12,12
603,0.6,3,1,143,271,R,B,0,42
604,0.6,3,1,216,253,B,B,12,12
605,0.6,3,2,190,271,B,B,12,12
606,0.6,3,2,268,143,B,B,12,12
607,0.6,3,2,161,253,B,B,12,12
608,0.6,3,2,291,216,B,B,12,12
609,0.6,3,3,291,190,B,B,12,12
610,0.6,3,3,143,161,R,B,0,42
611,0.6,3,3,253,216,B,B,12,12
612,0.6,3,3,268,271,B,B,12,12
613,0.6,3,4,216,190,B,R,42,0
614,0.6,3,4,253,271,B,B,12,12
615,0.6,3,4,143,291,B,B,12,12
616,0.6,3,4,268,161,B,R,42,0
617,0.6,3,5,190,216,R,B,0,42
618,0.6,3,5,143,161,R,B,0,42
619,0.6,3,5,271,268,B,B,12,12
620,0.6,3,5,291,253,B,B,12,12
621,0.6,3,6,161,143,B,B,12,12
622,0.6,3,6,271,216,B,B,12,12
623,0.6,3,6,253,291,B,B,12,12
624,0.6,3,6,190,268,R,B,0,42
625,0.6,3,7,291,161,B,B,12,12
626,0.6,3,7,143,190,R,R,45,45
627,0.6,3,7,268,253,R,B,0,42
628,0.6,3,7,216,271,B,B,12,12
629,0.6,3,8,253,291,B,B,12,12
630,0.6,3,8,143,190,R,B,0,42
631,0.6,3,8,268,216,B,B,12,12
